Provider,Node ID,Name,Country,Region,City,Latitude,Longitude,Data Center,Availability Zone,Service Types,Status,Bandwidth,Latency,Uptime,Description,Launch Date
google_cloud,us-east1,us-east1 (South Carolina),美国,东部,南卡罗来纳,33.8569,-80.945,Google Cloud us-east1 Region,us-east1-b,"compute,storage,network,database,cdn,ai,security",active,100Gbps,5.8,99.99,Google Cloud us-east1 Region,2015-01-01T00:00:00
google_cloud,us-east4,us-east4 (Northern Virginia),美国,东部,弗吉尼亚,37.4316,-78.6569,Google Cloud us-east4 Region,us-east4-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,2.5,99.99,Google Cloud us-east4 Region,2016-10-01T00:00:00
google_cloud,us-west1,us-west1 (Oregon),美国,西部,俄勒冈,45.5152,-122.6784,Google Cloud us-west1 Region,us-west1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,12.8,99.99,Google Cloud us-west1 Region,2011-04-01T00:00:00
google_cloud,us-west2,us-west2 (Los Angeles),美国,西部,洛杉矶,34.0522,-118.2437,Google Cloud us-west2 Region,us-west2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,15.2,99.99,Google Cloud us-west2 Region,2016-01-01T00:00:00
google_cloud,us-west3,us-west3 (Salt Lake City),美国,西部,盐湖城,40.7608,-111.891,Google Cloud us-west3 Region,us-west3-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,18.5,99.99,Google Cloud us-west3 Region,2020-01-01T00:00:00
google_cloud,us-west4,us-west4 (Las Vegas),美国,西部,拉斯维加斯,36.1699,-115.1398,Google Cloud us-west4 Region,us-west4-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,20.1,99.99,Google Cloud us-west4 Region,2021-01-01T00:00:00
google_cloud,northamerica-northeast1,northamerica-northeast1 (Montreal),加拿大,北美,蒙特利尔,45.5017,-73.5673,Google Cloud northamerica-northeast1 Region,northamerica-northeast1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,25.8,99.99,Google Cloud northamerica-northeast1 Region,2018-01-01T00:00:00
google_cloud,northamerica-northeast2,northamerica-northeast2 (Toronto),加拿大,北美,多伦多,43.6532,-79.3832,Google Cloud northamerica-northeast2 Region,northamerica-northeast2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,22.5,99.99,Google Cloud northamerica-northeast2 Region,2021-01-01T00:00:00
google_cloud,southamerica-east1,southamerica-east1 (São Paulo),巴西,南美洲,圣保罗,-23.5505,-46.6333,Google Cloud southamerica-east1 Region,southamerica-east1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,325.8,99.99,Google Cloud southamerica-east1 Region,2017-01-01T00:00:00
google_cloud,europe-west1,europe-west1 (Belgium),比利时,欧洲,布鲁塞尔,50.8503,4.3517,Google Cloud europe-west1 Region,europe-west1-b,"compute,storage,network,database,cdn,ai,security",active,100Gbps,245.2,99.99,Google Cloud europe-west1 Region,2011-04-01T00:00:00
google_cloud,europe-west2,europe-west2 (London),英国,欧洲,伦敦,51.5074,-0.1278,Google Cloud europe-west2 Region,europe-west2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,248.5,99.99,Google Cloud europe-west2 Region,2017-01-01T00:00:00
google_cloud,europe-west3,europe-west3 (Frankfurt),德国,欧洲,法兰克福,50.1109,8.6821,Google Cloud europe-west3 Region,europe-west3-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,225.8,99.99,Google Cloud europe-west3 Region,2017-01-01T00:00:00
google_cloud,europe-west4,europe-west4 (Netherlands),荷兰,欧洲,阿姆斯特丹,52.3676,4.9041,Google Cloud europe-west4 Region,europe-west4-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,252.8,99.99,Google Cloud europe-west4 Region,2017-01-01T00:00:00
google_cloud,europe-west6,europe-west6 (Zurich),瑞士,欧洲,苏黎世,47.3769,8.5417,Google Cloud europe-west6 Region,europe-west6-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,235.8,99.99,Google Cloud europe-west6 Region,2019-01-01T00:00:00
google_cloud,europe-west8,europe-west8 (Milan),意大利,欧洲,米兰,45.4642,9.19,Google Cloud europe-west8 Region,europe-west8-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,242.1,99.99,Google Cloud europe-west8 Region,2020-01-01T00:00:00
google_cloud,europe-west9,europe-west9 (Paris),法国,欧洲,巴黎,48.8566,2.3522,Google Cloud europe-west9 Region,europe-west9-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,238.9,99.99,Google Cloud europe-west9 Region,2021-01-01T00:00:00
google_cloud,europe-west10,europe-west10 (Berlin),德国,欧洲,柏林,52.52,13.405,Google Cloud europe-west10 Region,europe-west10-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,228.5,99.99,Google Cloud europe-west10 Region,2022-01-01T00:00:00
google_cloud,europe-west12,europe-west12 (Turin),意大利,欧洲,都灵,45.0703,7.6869,Google Cloud europe-west12 Region,europe-west12-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,245.2,99.99,Google Cloud europe-west12 Region,2023-01-01T00:00:00
google_cloud,europe-central2,europe-central2 (Warsaw),波兰,欧洲,华沙,52.2297,21.0122,Google Cloud europe-central2 Region,europe-central2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,258.2,99.99,Google Cloud europe-central2 Region,2021-01-01T00:00:00
google_cloud,europe-north1,europe-north1 (Finland),芬兰,欧洲,赫尔辛基,60.1699,24.9384,Google Cloud europe-north1 Region,europe-north1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,265.2,99.99,Google Cloud europe-north1 Region,2018-01-01T00:00:00
google_cloud,europe-southwest1,europe-southwest1 (Madrid),西班牙,欧洲,马德里,40.4168,-3.7038,Google Cloud europe-southwest1 Region,europe-southwest1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,248.5,99.99,Google Cloud europe-southwest1 Region,2022-01-01T00:00:00
google_cloud,asia-east1,asia-east1 (Taiwan),中国台湾,东亚,台北,25.033,121.5654,Google Cloud asia-east1 Region,asia-east1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,25.8,99.99,Google Cloud asia-east1 Region,2013-12-01T00:00:00
google_cloud,asia-northeast1,asia-northeast1 (Tokyo),日本,东亚,东京,35.6762,139.6503,Google Cloud asia-northeast1 Region,asia-northeast1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,38.9,99.99,Google Cloud asia-northeast1 Region,2016-01-01T00:00:00
google_cloud,asia-northeast2,asia-northeast2 (Osaka),日本,东亚,大阪,34.6937,135.5023,Google Cloud asia-northeast2 Region,asia-northeast2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,42.1,99.99,Google Cloud asia-northeast2 Region,2019-01-01T00:00:00
google_cloud,asia-northeast3,asia-northeast3 (Seoul),韩国,东亚,首尔,37.5665,126.978,Google Cloud asia-northeast3 Region,asia-northeast3-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,45.2,99.99,Google Cloud asia-northeast3 Region,2020-01-01T00:00:00
google_cloud,asia-south1,asia-south1 (Mumbai),印度,南亚,孟买,19.076,72.8777,Google Cloud asia-south1 Region,asia-south1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,92.3,99.99,Google Cloud asia-south1 Region,2017-01-01T00:00:00
google_cloud,asia-south2,asia-south2 (Delhi),印度,南亚,德里,28.7041,77.1025,Google Cloud asia-south2 Region,asia-south2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,95.8,99.99,Google Cloud asia-south2 Region,2021-01-01T00:00:00
google_cloud,asia-southeast1,asia-southeast1 (Singapore),新加坡,东南亚,新加坡,1.3521,103.8198,Google Cloud asia-southeast1 Region,asia-southeast1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,52.1,99.99,Google Cloud asia-southeast1 Region,2017-01-01T00:00:00
google_cloud,asia-southeast2,asia-southeast2 (Jakarta),印度尼西亚,东南亚,雅加达,-6.2088,106.8456,Google Cloud asia-southeast2 Region,asia-southeast2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,78.5,99.99,Google Cloud asia-southeast2 Region,2020-01-01T00:00:00
google_cloud,australia-southeast1,australia-southeast1 (Sydney),澳大利亚,大洋洲,悉尼,-33.8688,151.2093,Google Cloud australia-southeast1 Region,australia-southeast1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,125.8,99.99,Google Cloud australia-southeast1 Region,2017-01-01T00:00:00
google_cloud,australia-southeast2,australia-southeast2 (Melbourne),澳大利亚,大洋洲,墨尔本,-37.8136,144.9631,Google Cloud australia-southeast2 Region,australia-southeast2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,128.2,99.99,Google Cloud australia-southeast2 Region,2021-01-01T00:00:00
google_cloud,me-west1,me-west1 (Tel Aviv),以色列,中东,特拉维夫,32.0853,34.7818,Google Cloud me-west1 Region,me-west1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,285.2,99.99,Google Cloud me-west1 Region,2022-01-01T00:00:00
google_cloud,me-central1,me-central1 (Doha),卡塔尔,中东,多哈,25.2854,51.531,Google Cloud me-central1 Region,me-central1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,295.8,99.99,Google Cloud me-central1 Region,2023-01-01T00:00:00
google_cloud,me-central2,me-central2 (Riyadh),沙特阿拉伯,中东,利雅得,24.7136,46.6753,Google Cloud me-central2 Region,me-central2-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,305.2,99.99,Google Cloud me-central2 Region,2024-01-01T00:00:00
google_cloud,africa-south1,africa-south1 (Johannesburg),南非,非洲,约翰内斯堡,-26.2041,28.0473,Google Cloud africa-south1 Region,africa-south1-a,"compute,storage,network,database,cdn,ai,security",active,100Gbps,320.5,99.99,Google Cloud africa-south1 Region,2022-01-01T00:00:00
